2026-09-02 13:41:42.855 | INFO     | et_miner.core.matrix:_build_csr_from_transactions:501 - Direct CSR path: 1,000,000 transactions, min_count=20000
2026-09-02 13:41:44.191 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=7 chunk 1/1 filtering: 1,320 candidates → 1,320 frequent (100.0% pass rate, min_count=20,000)
2026-09-02 13:41:44.192 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:599 -   K=7: 1,320 frequent in 0.0s
2026-09-02 13:41:44.193 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:535 -   K=8: 660 candidates, 1 chunk(s), group data 0.0 GB, budget 3,962,914,993 cands/chunk
2026-09-02 13:41:44.197 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=8 chunk 1/1 filtering: 660 candidates → 660 frequent (100.0% pass rate, min_count=20,000)
2026-09-02 13:41:44.197 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:599 -   K=8: 660 frequent in 0.0s
2026-09-02 13:41:44.198 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:535 -   K=9: 220 candidates, 1 chunk(s), group data 0.0 GB, budget 3,962,916,761 cands/chunk
2026-09-02 13:41:44.202 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=9 chunk 1/1 filtering: 220 candidates → 220 frequent (100.0% pass rate, min_count=20,000)
2026-09-02 13:41:44.203 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:599 -   K=9: 220 frequent in 0.0s
2026-09-02 13:41:44.203 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:535 -   K=10: 44 candidates, 1 chunk(s), group data 0.0 GB, budget 3,962,917,838 cands/chunk
2026-09-02 13:41:44.207 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=10 chunk 1/1 filtering: 44 candidates → 44 frequent (100.0% pass rate, min_count=20,000)
2026-09-02 13:41:44.208 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:599 -   K=10: 44 frequent in 0.0s
2026-09-02 13:41:44.208 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:535 -   K=11: 4 candidates, 1 chunk(s), group data 0.0 GB, budget 3,962,918,180 cands/chunk
2026-09-02 13:41:44.212 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=11 chunk 1/1 filtering: 4 candidates → 4 frequent (100.0% pass rate, min_count=20,000)
2026-09-02 13:41:44.213 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:599 -   K=11: 4 frequent in 0.0s
