2026-09-02 12:01:02.209 | INFO     | et_miner.core.matrix:_build_csr_from_transactions:501 - Direct CSR path: 1,000,000 transactions, min_count=20000
2026-09-02 12:01:02.304 | INFO     | et_miner.core.matrix:_build_csr_from_transactions:524 - Direct CSR path: 118 frequent items
2026-09-02 12:01:02.483 | INFO     | et_miner.core.matrix:_build_csr_from_transactions:548 - Direct CSR path: 9,671,156 non-zeros
2026-09-02 12:01:02.817 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:127 -   Row-split multi-GPU: 2 GPUs, min_count=20,000 (GPU-resident dense counting)
2026-09-02 12:01:03.056 | DEBUG    | et_miner.gpu.csr_bitvec:_build_shard:508 -   [GPU 0] Building bitvec: 303,469 rows, 4,835,579 nnz, ~0.0 GB (nnz-balanced)
2026-09-02 12:01:03.057 | DEBUG    | et_miner.gpu.csr_bitvec:_build_shard:508 -   [GPU 1] Building bitvec: 696,531 rows, 4,835,577 nnz, ~0.0 GB (nnz-balanced)
2026-09-02 12:01:03.207 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:137 -   Bitvec build: 0.4s across 2 GPUs
2026-09-02 12:01:03.519 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:170 -   NCCL: 2 communicators (ring all-reduce)
2026-09-02 12:01:03.573 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:318 -   K=1: 118 frequent items in 0.1s
2026-09-02 12:01:03.574 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:453 -   K=2: 6,903 total pairs, 1 chunk(s), dense output 0.00 GB/GPU per chunk
2026-09-02 12:01:03.678 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=2 chunk 1/1 filtering: 6,903 candidates → 717 frequent (10.4% pass rate, min_count=20,000)
2026-09-02 12:01:03.679 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:599 -   K=2: 717 frequent in 0.1s
2026-09-02 12:01:03.682 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:631 -     Pruning: zeroed 6 dead bitvecs at K=2 (0 MB logical × 2 GPUs)
2026-09-02 12:01:03.683 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:535 -   K=3: 20,123 candidates, 2 chunk(s), group data 0.0 GB, budget 3,962,568,084 cands/chunk
2026-09-02 12:01:03.684 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=3 chunk 1/2: candidates [0, 19,925)
2026-09-02 12:01:03.691 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=3 chunk 1/2 filtering: 19,925 candidates → 1,816 frequent (9.1% pass rate, min_count=20,000)
2026-09-02 12:01:03.691 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=3 chunk 2/2: candidates [19,925, 20,123) (legacy sub-chunk)
2026-09-02 12:01:03.693 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=3 chunk 2/2 filtering: 198 candidates → 112 frequent (56.6% pass rate, min_count=20,000)
2026-09-02 12:01:03.694 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:599 -   K=3: 1,928 frequent in 0.0s
2026-09-02 12:01:03.695 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:631 -     Pruning: zeroed 18 dead bitvecs at K=3 (1 MB logical × 2 GPUs)
2026-09-02 12:01:03.696 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:535 -   K=4: 27,493 candidates, 14 chunk(s), group data 0.0 GB, budget 3,962,566,671 cands/chunk
2026-09-02 12:01:03.698 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 1/14: candidates [0, 11,416)
2026-09-02 12:01:03.702 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 1/14 filtering: 11,416 candidates → 1,157 frequent (10.1% pass rate, min_count=20,000)
2026-09-02 12:01:03.702 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 2/14: candidates [11,416, 11,598) (legacy sub-chunk)
2026-09-02 12:01:03.704 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 2/14 filtering: 182 candidates → 112 frequent (61.5% pass rate, min_count=20,000)
2026-09-02 12:01:03.704 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 3/14: candidates [11,598, 18,516)
2026-09-02 12:01:03.707 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 3/14 filtering: 6,918 candidates → 729 frequent (10.5% pass rate, min_count=20,000)
2026-09-02 12:01:03.707 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 4/14: candidates [18,516, 18,714) (legacy sub-chunk)
2026-09-02 12:01:03.708 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 4/14 filtering: 198 candidates → 112 frequent (56.6% pass rate, min_count=20,000)
2026-09-02 12:01:03.709 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 5/14: candidates [18,714, 22,743)
2026-09-02 12:01:03.711 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 5/14 filtering: 4,029 candidates → 398 frequent (9.9% pass rate, min_count=20,000)
2026-09-02 12:01:03.711 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 6/14: candidates [22,743, 22,847) (legacy sub-chunk)
2026-09-02 12:01:03.712 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 6/14 filtering: 104 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.713 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 7/14: candidates [22,847, 25,053)
2026-09-02 12:01:03.715 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 7/14 filtering: 2,206 candidates → 190 frequent (8.6% pass rate, min_count=20,000)
2026-09-02 12:01:03.715 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 8/14: candidates [25,053, 25,158) (legacy sub-chunk)
2026-09-02 12:01:03.716 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 8/14 filtering: 105 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.716 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 9/14: candidates [25,158, 26,263)
2026-09-02 12:01:03.718 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 9/14 filtering: 1,105 candidates → 73 frequent (6.6% pass rate, min_count=20,000)
2026-09-02 12:01:03.718 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 10/14: candidates [26,263, 26,375) (legacy sub-chunk)
2026-09-02 12:01:03.719 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 10/14 filtering: 112 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.719 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 11/14: candidates [26,375, 26,930)
2026-09-02 12:01:03.721 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 11/14 filtering: 555 candidates → 19 frequent (3.4% pass rate, min_count=20,000)
2026-09-02 12:01:03.721 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 12/14: candidates [26,930, 26,994) (legacy sub-chunk)
2026-09-02 12:01:03.722 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 12/14 filtering: 64 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.723 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 13/14: candidates [26,994, 27,165)
2026-09-02 12:01:03.724 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 13/14 filtering: 171 candidates → 2 frequent (1.2% pass rate, min_count=20,000)
2026-09-02 12:01:03.725 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 14/14: candidates [27,165, 27,493) (legacy sub-chunk)
2026-09-02 12:01:03.726 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 14/14 filtering: 328 candidates → 140 frequent (42.7% pass rate, min_count=20,000)
2026-09-02 12:01:03.727 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:599 -   K=4: 2,932 frequent in 0.0s
2026-09-02 12:01:03.728 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:631 -     Pruning: zeroed 17 dead bitvecs at K=4 (1 MB logical × 2 GPUs)
2026-09-02 12:01:03.730 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:535 -   K=5: 27,012 candidates, 36 chunk(s), group data 0.0 GB, budget 3,962,565,018 cands/chunk
2026-09-02 12:01:03.731 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 1/36: candidates [0, 6,489)
2026-09-02 12:01:03.734 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 1/36 filtering: 6,489 candidates → 713 frequent (11.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.734 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 2/36: candidates [6,489, 6,568) (legacy sub-chunk)
2026-09-02 12:01:03.736 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 2/36 filtering: 79 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.736 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 3/36: candidates [6,568, 10,476)
2026-09-02 12:01:03.738 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 3/36 filtering: 3,908 candidates → 394 frequent (10.1% pass rate, min_count=20,000)
2026-09-02 12:01:03.738 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 4/36: candidates [10,476, 10,562) (legacy sub-chunk)
2026-09-02 12:01:03.740 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 4/36 filtering: 86 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.740 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 5/36: candidates [10,562, 12,701)
