2026-09-02 12:01:02.209 | INFO     | et_miner.core.matrix:_build_csr_from_transactions:501 - Direct CSR path: 1,000,000 transactions, min_count=20000
2026-09-02 12:01:03.742 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 5/36 filtering: 2,139 candidates → 189 frequent (8.8% pass rate, min_count=20,000)
2026-09-02 12:01:03.742 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 6/36: candidates [12,701, 12,802) (legacy sub-chunk)
2026-09-02 12:01:03.743 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 6/36 filtering: 101 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.744 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 7/36: candidates [12,802, 13,873)
2026-09-02 12:01:03.745 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 7/36 filtering: 1,071 candidates → 73 frequent (6.8% pass rate, min_count=20,000)
2026-09-02 12:01:03.746 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 8/36: candidates [13,873, 13,982) (legacy sub-chunk)
2026-09-02 12:01:03.747 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 8/36 filtering: 109 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.747 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 9/36: candidates [13,982, 14,419)
2026-09-02 12:01:03.749 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 9/36 filtering: 437 candidates → 19 frequent (4.3% pass rate, min_count=20,000)
2026-09-02 12:01:03.749 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 10/36: candidates [14,419, 14,538) (legacy sub-chunk)
2026-09-02 12:01:03.750 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 10/36 filtering: 119 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.750 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 11/36: candidates [14,538, 14,709)
2026-09-02 12:01:03.752 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 11/36 filtering: 171 candidates → 2 frequent (1.2% pass rate, min_count=20,000)
2026-09-02 12:01:03.752 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 12/36: candidates [14,709, 15,025) (legacy sub-chunk)
2026-09-02 12:01:03.754 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 12/36 filtering: 316 candidates → 140 frequent (44.3% pass rate, min_count=20,000)
2026-09-02 12:01:03.754 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 13/36: candidates [15,025, 18,480)
2026-09-02 12:01:03.756 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 13/36 filtering: 3,455 candidates → 375 frequent (10.9% pass rate, min_count=20,000)
2026-09-02 12:01:03.756 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 14/36: candidates [18,480, 18,544) (legacy sub-chunk)
2026-09-02 12:01:03.757 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 14/36 filtering: 64 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.758 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 15/36: candidates [18,544, 20,459)
2026-09-02 12:01:03.759 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 15/36 filtering: 1,915 candidates → 175 frequent (9.1% pass rate, min_count=20,000)
2026-09-02 12:01:03.760 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 16/36: candidates [20,459, 20,538) (legacy sub-chunk)
2026-09-02 12:01:03.761 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 16/36 filtering: 79 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.761 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 17/36: candidates [20,538, 21,511)
2026-09-02 12:01:03.763 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 17/36 filtering: 973 candidates → 65 frequent (6.7% pass rate, min_count=20,000)
2026-09-02 12:01:03.763 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 18/36: candidates [21,511, 21,597) (legacy sub-chunk)
2026-09-02 12:01:03.764 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 18/36 filtering: 86 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.764 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 19/36: candidates [21,597, 22,014)
2026-09-02 12:01:03.766 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 19/36 filtering: 417 candidates → 17 frequent (4.1% pass rate, min_count=20,000)
2026-09-02 12:01:03.766 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 20/36: candidates [22,014, 22,115) (legacy sub-chunk)
2026-09-02 12:01:03.767 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 20/36 filtering: 101 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.767 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 21/36: candidates [22,115, 22,272)
2026-09-02 12:01:03.769 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 21/36 filtering: 157 candidates → 2 frequent (1.3% pass rate, min_count=20,000)
2026-09-02 12:01:03.769 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 22/36: candidates [22,272, 22,552) (legacy sub-chunk)
2026-09-02 12:01:03.771 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 22/36 filtering: 280 candidates → 140 frequent (50.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.771 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 23/36: candidates [22,552, 24,053)
2026-09-02 12:01:03.773 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 23/36 filtering: 1,501 candidates → 150 frequent (10.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.773 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 24/36: candidates [24,053, 24,154) (legacy sub-chunk)
2026-09-02 12:01:03.774 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 24/36 filtering: 101 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.775 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 25/36: candidates [24,154, 24,867)
2026-09-02 12:01:03.776 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 25/36 filtering: 713 candidates → 52 frequent (7.3% pass rate, min_count=20,000)
2026-09-02 12:01:03.776 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 26/36: candidates [24,867, 24,972) (legacy sub-chunk)
2026-09-02 12:01:03.778 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 26/36 filtering: 105 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.778 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 27/36: candidates [24,972, 25,296)
2026-09-02 12:01:03.779 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 27/36 filtering: 324 candidates → 12 frequent (3.7% pass rate, min_count=20,000)
2026-09-02 12:01:03.780 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 28/36: candidates [25,296, 25,360) (legacy sub-chunk)
2026-09-02 12:01:03.781 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 28/36 filtering: 64 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.781 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 29/36: candidates [25,360, 25,438)
2026-09-02 12:01:03.783 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 29/36 filtering: 78 candidates → 1 frequent (1.3% pass rate, min_count=20,000)
2026-09-02 12:01:03.783 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 30/36: candidates [25,438, 25,570) (legacy sub-chunk)
2026-09-02 12:01:03.784 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 30/36 filtering: 132 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.784 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 31/36: candidates [25,570, 26,125)
2026-09-02 12:01:03.786 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 31/36 filtering: 555 candidates → 41 frequent (7.4% pass rate, min_count=20,000)
2026-09-02 12:01:03.786 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 32/36: candidates [26,125, 26,189) (legacy sub-chunk)
2026-09-02 12:01:03.787 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 32/36 filtering: 64 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.788 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 33/36: candidates [26,189, 26,387)
2026-09-02 12:01:03.789 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 33/36 filtering: 198 candidates → 7 frequent (3.5% pass rate, min_count=20,000)
2026-09-02 12:01:03.789 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 34/36: candidates [26,387, 26,599) (legacy sub-chunk)
2026-09-02 12:01:03.791 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 34/36 filtering: 212 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.791 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 35/36: candidates [26,599, 26,690)
2026-09-02 12:01:03.793 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 35/36 filtering: 91 candidates → 4 frequent (4.4% pass rate, min_count=20,000)
2026-09-02 12:01:03.793 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=5 chunk 36/36: candidates [26,690, 27,012) (legacy sub-chunk)
2026-09-02 12:01:03.795 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=5 chunk 36/36 filtering: 322 candidates → 112 frequent (34.8% pass rate, min_count=20,000)
2026-09-02 12:01:03.796 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:599 -   K=5: 2,683 frequent in 0.1s
2026-09-02 12:01:03.797 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:631 -     Pruning: zeroed 14 dead bitvecs at K=5 (1 MB logical × 2 GPUs)
2026-09-02 12:01:03.798 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:535 -   K=6: 16,631 candidates, 44 chunk(s), group data 0.0 GB, budget 3,962,564,679 cands/chunk
2026-09-02 12:01:03.800 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=6 chunk 1/44: candidates [0, 3,336)
2026-09-02 12:01:03.802 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=6 chunk 1/44 filtering: 3,336 candidates → 372 frequent (11.2% pass rate, min_count=20,000)
2026-09-02 12:01:03.803 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=6 chunk 2/44: candidates [3,336, 3,400) (legacy sub-chunk)
2026-09-02 12:01:03.804 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=6 chunk 2/44 filtering: 64 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.804 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=6 chunk 3/44: candidates [3,400, 5,256)
2026-09-02 12:01:03.806 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=6 chunk 3/44 filtering: 1,856 candidates → 174 frequent (9.4% pass rate, min_count=20,000)
2026-09-02 12:01:03.806 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=6 chunk 4/44: candidates [5,256, 5,333) (legacy sub-chunk)
2026-09-02 12:01:03.808 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=6 chunk 4/44 filtering: 77 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.808 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=6 chunk 5/44: candidates [5,333, 6,280)
2026-09-02 12:01:03.810 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=6 chunk 5/44 filtering: 947 candidates → 64 frequent (6.8% pass rate, min_count=20,000)
2026-09-02 12:01:03.810 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=6 chunk 6/44: candidates [6,280, 6,366) (legacy sub-chunk)
2026-09-02 12:01:03.811 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=6 chunk 6/44 filtering: 86 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.811 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=6 chunk 7/44: candidates [6,366, 6,754)
2026-09-02 12:01:03.813 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=6 chunk 7/44 filtering: 388 candidates → 17 frequent (4.4% pass rate, min_count=20,000)
2026-09-02 12:01:03.813 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=6 chunk 8/44: candidates [6,754, 6,845) (legacy sub-chunk)
2026-09-02 12:01:03.814 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=6 chunk 8/44 filtering: 91 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.814 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=6 chunk 9/44: candidates [6,845, 6,936)
2026-09-02 12:01:03.816 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=6 chunk 9/44 filtering: 91 candidates → 2 frequent (2.2% pass rate, min_count=20,000)
2026-09-02 12:01:03.816 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=6 chunk 10/44: candidates [6,936, 7,119) (legacy sub-chunk)
2026-09-02 12:01:03.817 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=6 chunk 10/44 filtering: 183 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:01:03.817 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=6 chunk 11/44: candidates [7,119, 8,588)
2026-09-02 12:01:03.820 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=6 chunk 11/44 filtering: 1,469 candidates → 150 frequent (10.2% pass rate, min_count=20,000)
