2026-09-02 12:00:50.956 | INFO     | et_miner.core.matrix:_build_csr_from_transactions:501 - Direct CSR path: 1,000,000 transactions, min_count=20000
2026-09-02 12:00:51.044 | INFO     | et_miner.core.matrix:_build_csr_from_transactions:524 - Direct CSR path: 118 frequent items
2026-09-02 12:00:51.216 | INFO     | et_miner.core.matrix:_build_csr_from_transactions:548 - Direct CSR path: 9,671,156 non-zeros
2026-09-02 12:00:51.541 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:127 -   Row-split multi-GPU: 2 GPUs, min_count=20,000 (GPU-resident dense counting)
2026-09-02 12:00:51.558 | DEBUG    | et_miner.gpu.csr_bitvec:_build_shard:508 -   [GPU 0] Building bitvec: 500,000 rows, 6,199,052 nnz, ~0.0 GB (rows-balanced)
2026-09-02 12:00:51.559 | DEBUG    | et_miner.gpu.csr_bitvec:_build_shard:508 -   [GPU 1] Building bitvec: 500,000 rows, 3,472,104 nnz, ~0.0 GB (rows-balanced)
2026-09-02 12:00:51.864 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:137 -   Bitvec build: 0.3s across 2 GPUs
2026-09-02 12:00:52.197 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:170 -   NCCL: 2 communicators (ring all-reduce)
2026-09-02 12:00:52.258 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:318 -   K=1: 118 frequent items in 0.1s
2026-09-02 12:00:52.259 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:453 -   K=2: 6,903 total pairs, 1 chunk(s), dense output 0.00 GB/GPU per chunk
2026-09-02 12:00:52.365 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=2 chunk 1/1 filtering: 6,903 candidates → 717 frequent (10.4% pass rate, min_count=20,000)
2026-09-02 12:00:52.366 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:599 -   K=2: 717 frequent in 0.1s
2026-09-02 12:00:52.369 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:631 -     Pruning: zeroed 6 dead bitvecs at K=2 (0 MB logical × 2 GPUs)
2026-09-02 12:00:52.370 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:535 -   K=3: 20,123 candidates, 2 chunk(s), group data 0.0 GB, budget 3,962,917,609 cands/chunk
2026-09-02 12:00:52.371 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=3 chunk 1/2: candidates [0, 19,925)
2026-09-02 12:00:52.377 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=3 chunk 1/2 filtering: 19,925 candidates → 1,816 frequent (9.1% pass rate, min_count=20,000)
2026-09-02 12:00:52.377 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=3 chunk 2/2: candidates [19,925, 20,123) (legacy sub-chunk)
2026-09-02 12:00:52.379 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=3 chunk 2/2 filtering: 198 candidates → 112 frequent (56.6% pass rate, min_count=20,000)
2026-09-02 12:00:52.380 | INFO     | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:599 -   K=3: 1,928 frequent in 0.0s
2026-09-02 12:00:52.381 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:631 -     Pruning: zeroed 18 dead bitvecs at K=3 (1 MB logical × 2 GPUs)
2026-09-02 12:00:52.382 | DEBUG    | et_miner.gpu.row_split:_apriori_row_split_multi_gpu:535 -   K=4: 27,493 candidates, 14 chunk(s), group data 0.0 GB, budget 3,962,916,196 cands/chunk
2026-09-02 12:00:52.383 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 1/14: candidates [0, 11,416)
2026-09-02 12:00:52.387 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 1/14 filtering: 11,416 candidates → 1,157 frequent (10.1% pass rate, min_count=20,000)
2026-09-02 12:00:52.387 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 2/14: candidates [11,416, 11,598) (legacy sub-chunk)
2026-09-02 12:00:52.389 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 2/14 filtering: 182 candidates → 112 frequent (61.5% pass rate, min_count=20,000)
2026-09-02 12:00:52.389 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 3/14: candidates [11,598, 18,516)
2026-09-02 12:00:52.392 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 3/14 filtering: 6,918 candidates → 729 frequent (10.5% pass rate, min_count=20,000)
2026-09-02 12:00:52.392 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 4/14: candidates [18,516, 18,714) (legacy sub-chunk)
2026-09-02 12:00:52.394 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 4/14 filtering: 198 candidates → 112 frequent (56.6% pass rate, min_count=20,000)
2026-09-02 12:00:52.394 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 5/14: candidates [18,714, 22,743)
2026-09-02 12:00:52.396 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 5/14 filtering: 4,029 candidates → 398 frequent (9.9% pass rate, min_count=20,000)
2026-09-02 12:00:52.396 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 6/14: candidates [22,743, 22,847) (legacy sub-chunk)
2026-09-02 12:00:52.397 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 6/14 filtering: 104 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:00:52.397 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 7/14: candidates [22,847, 25,053)
2026-09-02 12:00:52.399 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 7/14 filtering: 2,206 candidates → 190 frequent (8.6% pass rate, min_count=20,000)
2026-09-02 12:00:52.399 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 8/14: candidates [25,053, 25,158) (legacy sub-chunk)
2026-09-02 12:00:52.401 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 8/14 filtering: 105 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:00:52.401 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 9/14: candidates [25,158, 26,263)
2026-09-02 12:00:52.403 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 9/14 filtering: 1,105 candidates → 73 frequent (6.6% pass rate, min_count=20,000)
2026-09-02 12:00:52.403 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 10/14: candidates [26,263, 26,375) (legacy sub-chunk)
2026-09-02 12:00:52.404 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 10/14 filtering: 112 candidates → 0 frequent (0.0% pass rate, min_count=20,000)
2026-09-02 12:00:52.404 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 11/14: candidates [26,375, 26,930)
2026-09-02 12:00:52.406 | INFO     | et_miner.gpu.row_split_chunks:run_chunked_dense_level:285 -   K=4 chunk 11/14 filtering: 555 candidates → 19 frequent (3.4% pass rate, min_count=20,000)
2026-09-02 12:00:52.406 | DEBUG    | et_miner.gpu.row_split_chunks:run_chunked_dense_level:267 -     K=4 chunk 12/14: candidates [26,930, 26,994) (legacy sub-chunk)
