timestamp, index, utilization.gpu [%], memory.used [MiB]
2026/09/02 20:25:28.308, 0, 0 %, 21659 MiB
2026/09/02 20:25:28.308, 1, 0 %, 0 MiB
2026/09/02 20:25:33.308, 0, 0 %, 21659 MiB
2026/09/02 20:25:33.309, 1, 0 %, 0 MiB
2026/09/02 20:25:38.309, 0, 0 %, 21659 MiB
2026/09/02 20:25:38.309, 1, 0 %, 0 MiB
2026/09/02 20:25:43.310, 0, 0 %, 21659 MiB
2026/09/02 20:25:43.310, 1, 0 %, 0 MiB
2026/09/02 20:25:48.310, 0, 0 %, 21659 MiB
2026/09/02 20:25:48.310, 1, 0 %, 0 MiB
2026/09/02 20:25:53.311, 0, 0 %, 21659 MiB
2026/09/02 20:25:53.311, 1, 0 %, 0 MiB
2026/09/02 20:25:58.312, 0, 0 %, 21659 MiB
2026/09/02 20:25:58.312, 1, 0 %, 0 MiB
2026/09/02 20:26:03.312, 0, 0 %, 21659 MiB
2026/09/02 20:26:03.312, 1, 0 %, 0 MiB
2026/09/02 20:26:08.313, 0, 0 %, 21659 MiB
2026/09/02 20:26:08.313, 1, 0 %, 0 MiB
2026/09/02 20:26:13.313, 0, 0 %, 21659 MiB
2026/09/02 20:26:13.314, 1, 0 %, 0 MiB
2026/09/02 20:26:18.314, 0, 0 %, 21659 MiB
2026/09/02 20:26:18.314, 1, 0 %, 0 MiB
2026/09/02 20:26:23.315, 0, 0 %, 21659 MiB
