timestamp, index, utilization.gpu [%], memory.used [MiB]
2026/09/02 19:01:44.935, 1, 0 %, 0 MiB
2026/09/02 19:01:49.936, 0, 100 %, 18867 MiB
2026/09/02 19:01:49.936, 1, 0 %, 0 MiB
2026/09/02 19:01:54.936, 0, 100 %, 18867 MiB
2026/09/02 19:01:54.937, 1, 0 %, 0 MiB
2026/09/02 19:01:59.937, 0, 100 %, 18867 MiB
2026/09/02 19:01:59.937, 1, 0 %, 0 MiB
2026/09/02 19:02:04.938, 0, 100 %, 18867 MiB
2026/09/02 19:02:04.938, 1, 0 %, 0 MiB
2026/09/02 19:02:09.939, 0, 100 %, 18867 MiB
2026/09/02 19:02:09.939, 1, 0 %, 0 MiB
2026/09/02 19:02:14.939, 0, 100 %, 18867 MiB
2026/09/02 19:02:14.940, 1, 0 %, 0 MiB
2026/09/02 19:02:19.940, 0, 100 %, 18867 MiB
2026/09/02 19:02:19.940, 1, 0 %, 0 MiB
2026/09/02 19:02:24.941, 0, 100 %, 18867 MiB
2026/09/02 19:02:24.941, 1, 0 %, 0 MiB
2026/09/02 19:02:29.942, 0, 100 %, 18867 MiB
2026/09/02 19:02:29.942, 1, 0 %, 0 MiB
2026/09/02 19:02:34.942, 0, 100 %, 18867 MiB
2026/09/02 19:02:34.942, 1, 0 %, 0 MiB
2026/09/02 19:02:39.943, 0, 100 %, 18867 MiB
2026/09/02 19:02:39.943, 1, 0 %, 0 MiB
2026/09/02 19:02:44.944, 0, 100 %, 18867 MiB
2026/09/02 19:02:44.944, 1, 0 %, 0 MiB
2026/09/02 19:02:49.944, 0, 100 %, 18867 MiB
2026/09/02 19:02:49.944, 1, 0 %, 0 MiB
2026/09/02 19:02:54.945, 0, 100 %, 18867 MiB
2026/09/02 19:02:54.945, 1, 0 %, 0 MiB
2026/09/02 19:02:59.945, 0, 100 %, 18867 MiB
2026/09/02 19:02:59.946, 1, 0 %, 0 MiB
2026/09/02 19:03:04.946, 0, 100 %, 18867 MiB
2026/09/02 19:03:04.946, 1, 0 %, 0 MiB
2026/09/02 19:03:09.947, 0, 100 %, 18867 MiB
2026/09/02 19:03:09.947, 1, 0 %, 0 MiB
2026/09/02 19:03:14.947, 0, 100 %, 18867 MiB
2026/09/02 19:03:14.947, 1, 0 %, 0 MiB
2026/09/02 19:03:19.948, 0, 100 %, 18867 MiB
2026/09/02 19:03:19.948, 1, 0 %, 0 MiB
2026/09/02 19:03:24.948, 0, 0 %, 18867 MiB
2026/09/02 19:03:24.948, 1, 0 %, 0 MiB
2026/09/02 19:03:29.949, 0, 0 %, 18867 MiB
2026/09/02 19:03:29.949, 1, 0 %, 0 MiB
2026/09/02 19:03:34.950, 0, 100 %, 18867 MiB
2026/09/02 19:03:34.950, 1, 0 %, 0 MiB
2026/09/02 19:03:39.950, 0, 100 %, 18867 MiB
2026/09/02 19:03:39.950, 1, 0 %, 0 MiB
2026/09/02 19:03:44.951, 0, 100 %, 18867 MiB
2026/09/02 19:03:44.951, 1, 0 %, 0 MiB
2026/09/02 19:03:49.951, 0, 100 %, 18867 MiB
2026/09/02 19:03:49.952, 1, 0 %, 0 MiB
2026/09/02 19:03:54.952, 0, 100 %, 18867 MiB
2026/09/02 19:03:54.952, 1, 0 %, 0 MiB
2026/09/02 19:03:59.953, 0, 100 %, 18867 MiB
2026/09/02 19:03:59.953, 1, 0 %, 0 MiB
2026/09/02 19:04:04.953, 0, 100 %, 18867 MiB
2026/09/02 19:04:04.953, 1, 0 %, 0 MiB
2026/09/02 19:04:09.954, 0, 100 %, 18867 MiB
2026/09/02 19:04:09.954, 1, 0 %, 0 MiB
2026/09/02 19:04:14.955, 0, 100 %, 18867 MiB
2026/09/02 19:04:14.955, 1, 0 %, 0 MiB
2026/09/02 19:04:19.955, 0, 100 %, 18867 MiB
2026/09/02 19:04:19.955, 1, 0 %, 0 MiB
2026/09/02 19:04:24.956, 0, 100 %, 18867 MiB
2026/09/02 19:04:24.956, 1, 0 %, 0 MiB
2026/09/02 19:04:29.956, 0, 100 %, 18867 MiB
2026/09/02 19:04:29.956, 1, 0 %, 0 MiB
2026/09/02 19:04:34.957, 0, 100 %, 18867 MiB
2026/09/02 19:04:34.957, 1, 0 %, 0 MiB
2026/09/02 19:04:39.958, 0, 100 %, 18867 MiB
2026/09/02 19:04:39.958, 1, 0 %, 0 MiB
2026/09/02 19:04:44.959, 0, 100 %, 18867 MiB
2026/09/02 19:04:44.959, 1, 0 %, 0 MiB
2026/09/02 19:04:49.959, 0, 100 %, 18867 MiB
2026/09/02 19:04:49.959, 1, 0 %, 0 MiB
2026/09/02 19:04:54.960, 0, 100 %, 18867 MiB
2026/09/02 19:04:54.960, 1, 0 %, 0 MiB
2026/09/02 19:04:59.961, 0, 100 %, 18867 MiB
2026/09/02 19:04:59.961, 1, 0 %, 0 MiB
2026/09/02 19:05:04.961, 0, 100 %, 18867 MiB
2026/09/02 19:05:04.961, 1, 0 %, 0 MiB
2026/09/02 19:05:09.962, 0, 100 %, 18867 MiB
2026/09/02 19:05:09.962, 1, 0 %, 0 MiB
2026/09/02 19:05:14.963, 0, 100 %, 18867 MiB
2026/09/02 19:05:14.963, 1, 0 %, 0 MiB
2026/09/02 19:05:19.963, 0, 100 %, 18867 MiB
2026/09/02 19:05:19.963, 1, 0 %, 0 MiB
2026/09/02 19:05:24.964, 0, 100 %, 18867 MiB
2026/09/02 19:05:24.964, 1, 0 %, 0 MiB
2026/09/02 19:05:29.964, 0, 100 %, 18867 MiB
2026/09/02 19:05:29.965, 1, 0 %, 0 MiB
2026/09/02 19:05:34.965, 0, 100 %, 18867 MiB
2026/09/02 19:05:34.965, 1, 0 %, 0 MiB
2026/09/02 19:05:39.966, 0, 100 %, 18867 MiB
2026/09/02 19:05:39.966, 1, 0 %, 0 MiB
2026/09/02 19:05:44.967, 0, 100 %, 18867 MiB
2026/09/02 19:05:44.967, 1, 0 %, 0 MiB
2026/09/02 19:05:49.967, 0, 100 %, 18867 MiB
2026/09/02 19:05:49.967, 1, 0 %, 0 MiB
2026/09/02 19:05:54.968, 0, 0 %, 18867 MiB
2026/09/02 19:05:54.968, 1, 0 %, 0 MiB
2026/09/02 19:05:59.969, 0, 0 %, 18867 MiB
2026/09/02 19:05:59.969, 1, 0 %, 0 MiB
2026/09/02 19:06:04.969, 0, 0 %, 18867 MiB
2026/09/02 19:06:04.969, 1, 0 %, 0 MiB
2026/09/02 19:06:09.970, 0, 100 %, 18867 MiB
2026/09/02 19:06:09.970, 1, 0 %, 0 MiB
2026/09/02 19:06:14.970, 0, 100 %, 18867 MiB
2026/09/02 19:06:14.971, 1, 0 %, 0 MiB
2026/09/02 19:06:19.971, 0, 100 %, 18867 MiB
2026/09/02 19:06:19.971, 1, 0 %, 0 MiB
2026/09/02 19:06:24.972, 0, 100 %, 18867 MiB
2026/09/02 19:06:24.972, 1, 0 %, 0 MiB
2026/09/02 19:06:29.972, 0, 100 %, 18867 MiB
2026/09/02 19:06:29.972, 1, 0 %, 0 MiB
2026/09/02 19:06:34.973, 0, 100 %, 18867 MiB
2026/09/02 19:06:34.973, 1, 0 %, 0 MiB
2026/09/02 19:06:39.974, 0, 100 %, 18867 MiB
2026/09/02 19:06:39.974, 1, 0 %, 0 MiB
2026/09/02 19:06:44.974, 0, 100 %, 18867 MiB
2026/09/02 19:06:44.974, 1, 0 %, 0 MiB
2026/09/02 19:06:49.975, 0, 100 %, 18867 MiB
2026/09/02 19:06:49.975, 1, 0 %, 0 MiB
2026/09/02 19:06:54.975, 0, 100 %, 18867 MiB
2026/09/02 19:06:54.976, 1, 0 %, 0 MiB
2026/09/02 19:06:59.976, 0, 100 %, 18867 MiB
2026/09/02 19:06:59.976, 1, 0 %, 0 MiB
2026/09/02 19:07:04.977, 0, 100 %, 18867 MiB
2026/09/02 19:07:04.977, 1, 0 %, 0 MiB
2026/09/02 19:07:09.977, 0, 100 %, 18867 MiB
2026/09/02 19:07:09.977, 1, 0 %, 0 MiB
2026/09/02 19:07:14.978, 0, 100 %, 18867 MiB
2026/09/02 19:07:14.978, 1, 0 %, 0 MiB
2026/09/02 19:07:19.979, 0, 100 %, 18867 MiB
2026/09/02 19:07:19.979, 1, 0 %, 0 MiB
2026/09/02 19:07:24.979, 0, 100 %, 18867 MiB
2026/09/02 19:07:24.979, 1, 0 %, 0 MiB
2026/09/02 19:07:29.980, 0, 100 %, 18867 MiB
2026/09/02 19:07:29.980, 1, 0 %, 0 MiB
2026/09/02 19:07:34.980, 0, 100 %, 18867 MiB
2026/09/02 19:07:34.980, 1, 0 %, 0 MiB
2026/09/02 19:07:39.981, 0, 100 %, 18867 MiB
2026/09/02 19:07:39.981, 1, 0 %, 0 MiB
2026/09/02 19:07:44.982, 0, 100 %, 18867 MiB
2026/09/02 19:07:44.982, 1, 0 %, 0 MiB
2026/09/02 19:07:49.982, 0, 100 %, 18867 MiB
2026/09/02 19:07:49.982, 1, 0 %, 0 MiB
2026/09/02 19:07:54.983, 0, 100 %, 18867 MiB
2026/09/02 19:07:54.983, 1, 0 %, 0 MiB
2026/09/02 19:07:59.983, 0, 100 %, 18867 MiB
2026/09/02 19:07:59.983, 1, 0 %, 0 MiB
2026/09/02 19:08:04.984, 0, 100 %, 18867 MiB
2026/09/02 19:08:04.984, 1, 0 %, 0 MiB
2026/09/02 19:08:09.985, 0, 100 %, 18867 MiB
2026/09/02 19:08:09.985, 1, 0 %, 0 MiB
2026/09/02 19:08:14.985, 0, 100 %, 18867 MiB
2026/09/02 19:08:14.985, 1, 0 %, 0 MiB
2026/09/02 19:08:19.986, 0, 100 %, 18867 MiB
2026/09/02 19:08:19.986, 1, 0 %, 0 MiB
2026/09/02 19:08:24.987, 0, 100 %, 18867 MiB
2026/09/02 19:08:24.987, 1, 0 %, 0 MiB
2026/09/02 19:08:29.988, 0, 100 %, 18867 MiB
2026/09/02 19:08:29.988, 1, 0 %, 0 MiB
2026/09/02 19:08:34.988, 0, 100 %, 18867 MiB
2026/09/02 19:08:34.988, 1, 0 %, 0 MiB
2026/09/02 19:08:39.989, 0, 100 %, 18867 MiB
2026/09/02 19:08:39.989, 1, 0 %, 0 MiB
2026/09/02 19:08:44.989, 0, 100 %, 18867 MiB
2026/09/02 19:08:44.989, 1, 0 %, 0 MiB
2026/09/02 19:08:49.990, 0, 100 %, 18867 MiB
2026/09/02 19:08:49.990, 1, 0 %, 0 MiB
2026/09/02 19:08:54.991, 0, 0 %, 18867 MiB
2026/09/02 19:08:54.991, 1, 0 %, 0 MiB
2026/09/02 19:08:59.991, 0, 0 %, 18867 MiB
2026/09/02 19:08:59.991, 1, 0 %, 0 MiB
2026/09/02 19:09:04.992, 0, 0 %, 18867 MiB
2026/09/02 19:09:04.992, 1, 0 %, 0 MiB
2026/09/02 19:09:09.992, 0, 100 %, 18867 MiB
2026/09/02 19:09:09.993, 1, 0 %, 0 MiB
2026/09/02 19:09:14.993, 0, 100 %, 18867 MiB
2026/09/02 19:09:14.993, 1, 0 %, 0 MiB
2026/09/02 19:09:19.994, 0, 100 %, 18867 MiB
2026/09/02 19:09:19.994, 1, 0 %, 0 MiB
2026/09/02 19:09:24.994, 0, 100 %, 18867 MiB
2026/09/02 19:09:24.994, 1, 0 %, 0 MiB
2026/09/02 19:09:29.995, 0, 100 %, 18867 MiB
2026/09/02 19:09:29.995, 1, 0 %, 0 MiB
2026/09/02 19:09:34.995, 0, 100 %, 18867 MiB
2026/09/02 19:09:34.995, 1, 0 %, 0 MiB
2026/09/02 19:09:39.996, 0, 100 %, 18867 MiB
2026/09/02 19:09:39.996, 1, 0 %, 0 MiB
2026/09/02 19:09:44.997, 0, 100 %, 18867 MiB
2026/09/02 19:09:44.997, 1, 0 %, 0 MiB
2026/09/02 19:09:49.997, 0, 100 %, 18867 MiB
2026/09/02 19:09:49.998, 1, 0 %, 0 MiB
2026/09/02 19:09:54.998, 0, 100 %, 18867 MiB
2026/09/02 19:09:54.998, 1, 0 %, 0 MiB
2026/09/02 19:09:59.999, 0, 100 %, 18867 MiB
2026/09/02 19:09:59.999, 1, 0 %, 0 MiB
2026/09/02 19:10:05.000, 0, 100 %, 18867 MiB
2026/09/02 19:10:05.000, 1, 0 %, 0 MiB
2026/09/02 19:10:10.000, 0, 100 %, 18867 MiB
2026/09/02 19:10:10.000, 1, 0 %, 0 MiB
2026/09/02 19:10:15.001, 0, 100 %, 18867 MiB
2026/09/02 19:10:15.001, 1, 0 %, 0 MiB
2026/09/02 19:10:20.001, 0, 100 %, 18867 MiB
2026/09/02 19:10:20.002, 1, 0 %, 0 MiB
2026/09/02 19:10:25.002, 0, 100 %, 18867 MiB
2026/09/02 19:10:25.002, 1, 0 %, 0 MiB
2026/09/02 19:10:30.003, 0, 100 %, 18867 MiB
2026/09/02 19:10:30.003, 1, 0 %, 0 MiB
2026/09/02 19:10:35.004, 0, 100 %, 18867 MiB
2026/09/02 19:10:35.004, 1, 0 %, 0 MiB
2026/09/02 19:10:40.004, 0, 100 %, 18867 MiB
2026/09/02 19:10:40.004, 1, 0 %, 0 MiB
2026/09/02 19:10:45.005, 0, 100 %, 18867 MiB
2026/09/02 19:10:45.005, 1, 0 %, 0 MiB
2026/09/02 19:10:50.006, 0, 100 %, 18867 MiB
2026/09/02 19:10:50.006, 1, 0 %, 0 MiB
2026/09/02 19:10:55.006, 0, 100 %, 18867 MiB
2026/09/02 19:10:55.006, 1, 0 %, 0 MiB
2026/09/02 19:11:00.007, 0, 100 %, 18867 MiB
2026/09/02 19:11:00.007, 1, 0 %, 0 MiB
2026/09/02 19:11:05.007, 0, 100 %, 18867 MiB
2026/09/02 19:11:05.008, 1, 0 %, 0 MiB
2026/09/02 19:11:10.008, 0, 100 %, 18867 MiB
2026/09/02 19:11:10.008, 1, 0 %, 0 MiB
2026/09/02 19:11:15.009, 0, 100 %, 18867 MiB
2026/09/02 19:11:15.009, 1, 0 %, 0 MiB
2026/09/02 19:11:20.009, 0, 100 %, 18867 MiB
2026/09/02 19:11:20.010, 1, 0 %, 0 MiB
2026/09/02 19:11:25.010, 0, 100 %, 18867 MiB
2026/09/02 19:11:25.010, 1, 0 %, 0 MiB
2026/09/02 19:11:30.011, 0, 100 %, 18867 MiB
2026/09/02 19:11:30.011, 1, 0 %, 0 MiB
2026/09/02 19:11:35.012, 0, 100 %, 18867 MiB
2026/09/02 19:11:35.012, 1, 0 %, 0 MiB
2026/09/02 19:11:40.012, 0, 100 %, 18867 MiB
2026/09/02 19:11:40.012, 1, 0 %, 0 MiB
2026/09/02 19:11:45.013, 0, 100 %, 18867 MiB
2026/09/02 19:11:45.013, 1, 0 %, 0 MiB
2026/09/02 19:11:50.014, 0, 100 %, 18867 MiB
2026/09/02 19:11:50.014, 1, 0 %, 0 MiB
2026/09/02 19:11:55.014, 0, 100 %, 18867 MiB
2026/09/02 19:11:55.014, 1, 0 %, 0 MiB
2026/09/02 19:12:00.015, 0, 100 %, 18867 MiB
2026/09/02 19:12:00.015, 1, 0 %, 0 MiB
2026/09/02 19:12:05.016, 0, 0 %, 18867 MiB
2026/09/02 19:12:05.016, 1, 0 %, 0 MiB
2026/09/02 19:12:10.016, 0, 0 %, 18867 MiB
2026/09/02 19:12:10.016, 1, 0 %, 0 MiB
2026/09/02 19:12:15.017, 0, 0 %, 18867 MiB
2026/09/02 19:12:15.017, 1, 0 %, 0 MiB
2026/09/02 19:12:20.018, 0, 0 %, 18867 MiB
2026/09/02 19:12:20.018, 1, 0 %, 0 MiB
2026/09/02 19:12:25.019, 0, 0 %, 18867 MiB
2026/09/02 19:12:25.019, 1, 0 %, 0 MiB
2026/09/02 19:12:30.019, 0, 0 %, 18867 MiB
2026/09/02 19:12:30.019, 1, 0 %, 0 MiB
2026/09/02 19:12:35.020, 0, 0 %, 18867 MiB
2026/09/02 19:12:35.020, 1, 0 %, 0 MiB
2026/09/02 19:12:40.020, 0, 0 %, 18867 MiB
2026/09/02 19:12:40.021, 1, 0 %, 0 MiB
2026/09/02 19:12:45.021, 0, 0 %, 18867 MiB
2026/09/02 19:12:45.021, 1, 0 %, 0 MiB
2026/09/02 19:12:50.022, 0, 100 %, 18867 MiB
2026/09/02 19:12:50.022, 1, 0 %, 0 MiB
2026/09/02 19:12:55.022, 0, 100 %, 18867 MiB
2026/09/02 19:12:55.022, 1, 0 %, 0 MiB
2026/09/02 19:13:00.023, 0, 100 %, 18867 MiB
2026/09/02 19:13:00.023, 1, 0 %, 0 MiB
2026/09/02 19:13:05.023, 0, 100 %, 18867 MiB
2026/09/02 19:13:05.024, 1, 0 %, 0 MiB
2026/09/02 19:13:10.024, 0, 100 %, 18867 MiB
2026/09/02 19:13:10.024, 1, 0 %, 0 MiB
2026/09/02 19:13:15.025, 0, 100 %, 18867 MiB
2026/09/02 19:13:15.025, 1, 0 %, 0 MiB
2026/09/02 19:13:20.025, 0, 100 %, 18867 MiB
2026/09/02 19:13:20.025, 1, 0 %, 0 MiB
2026/09/02 19:13:25.026, 0, 100 %, 18867 MiB
2026/09/02 19:13:25.026, 1, 0 %, 0 MiB
2026/09/02 19:13:30.026, 0, 100 %, 18867 MiB
2026/09/02 19:13:30.026, 1, 0 %, 0 MiB
2026/09/02 19:13:35.027, 0, 100 %, 18867 MiB
2026/09/02 19:13:35.027, 1, 0 %, 0 MiB
2026/09/02 19:13:40.028, 0, 100 %, 18867 MiB
2026/09/02 19:13:40.028, 1, 0 %, 0 MiB
2026/09/02 19:13:45.028, 0, 100 %, 18867 MiB
2026/09/02 19:13:45.028, 1, 0 %, 0 MiB
2026/09/02 19:13:50.029, 0, 100 %, 18867 MiB
2026/09/02 19:13:50.029, 1, 0 %, 0 MiB
2026/09/02 19:13:55.029, 0, 100 %, 18867 MiB
2026/09/02 19:13:55.030, 1, 0 %, 0 MiB
2026/09/02 19:14:00.030, 0, 100 %, 18867 MiB
2026/09/02 19:14:00.030, 1, 0 %, 0 MiB
2026/09/02 19:14:05.031, 0, 100 %, 18867 MiB
2026/09/02 19:14:05.031, 1, 0 %, 0 MiB
2026/09/02 19:14:10.031, 0, 100 %, 18867 MiB
2026/09/02 19:14:10.032, 1, 0 %, 0 MiB
2026/09/02 19:14:15.032, 0, 100 %, 18867 MiB
2026/09/02 19:14:15.032, 1, 0 %, 0 MiB
2026/09/02 19:14:20.033, 0, 100 %, 18867 MiB
2026/09/02 19:14:20.033, 1, 0 %, 0 MiB
2026/09/02 19:14:25.033, 0, 100 %, 18867 MiB
2026/09/02 19:14:25.033, 1, 0 %, 0 MiB
2026/09/02 19:14:30.034, 0, 100 %, 18867 MiB
2026/09/02 19:14:30.034, 1, 0 %, 0 MiB
2026/09/02 19:14:35.035, 0, 100 %, 18867 MiB
2026/09/02 19:14:35.035, 1, 0 %, 0 MiB
2026/09/02 19:14:40.035, 0, 100 %, 18867 MiB
2026/09/02 19:14:40.036, 1, 0 %, 0 MiB
2026/09/02 19:14:45.036, 0, 100 %, 18867 MiB
2026/09/02 19:14:45.036, 1, 0 %, 0 MiB
2026/09/02 19:14:50.037, 0, 100 %, 18867 MiB
2026/09/02 19:14:50.037, 1, 0 %, 0 MiB
2026/09/02 19:14:55.038, 0, 100 %, 18867 MiB
2026/09/02 19:14:55.038, 1, 0 %, 0 MiB
2026/09/02 19:15:00.038, 0, 100 %, 18867 MiB
2026/09/02 19:15:00.038, 1, 0 %, 0 MiB
2026/09/02 19:15:05.039, 0, 100 %, 18867 MiB
2026/09/02 19:15:05.039, 1, 0 %, 0 MiB
2026/09/02 19:15:10.040, 0, 100 %, 18867 MiB
2026/09/02 19:15:10.040, 1, 0 %, 0 MiB
2026/09/02 19:15:15.040, 0, 100 %, 18867 MiB
2026/09/02 19:15:15.040, 1, 0 %, 0 MiB
2026/09/02 19:15:20.041, 0, 100 %, 18867 MiB
2026/09/02 19:15:20.041, 1, 0 %, 0 MiB
2026/09/02 19:15:25.042, 0, 100 %, 18867 MiB
2026/09/02 19:15:25.042, 1, 0 %, 0 MiB
2026/09/02 19:15:30.042, 0, 0 %, 18867 MiB
2026/09/02 19:15:30.042, 1, 0 %, 0 MiB
2026/09/02 19:15:35.043, 0, 0 %, 18867 MiB
2026/09/02 19:15:35.043, 1, 0 %, 0 MiB
2026/09/02 19:15:40.044, 0, 0 %, 18867 MiB
2026/09/02 19:15:40.044, 1, 0 %, 0 MiB
2026/09/02 19:15:45.044, 0, 100 %, 18867 MiB
2026/09/02 19:15:45.044, 1, 0 %, 0 MiB
2026/09/02 19:15:50.045, 0, 100 %, 18867 MiB
2026/09/02 19:15:50.045, 1, 0 %, 0 MiB
2026/09/02 19:15:55.045, 0, 100 %, 18867 MiB
2026/09/02 19:15:55.046, 1, 0 %, 0 MiB
2026/09/02 19:16:00.046, 0, 100 %, 18867 MiB
2026/09/02 19:16:00.046, 1, 0 %, 0 MiB
2026/09/02 19:16:05.047, 0, 100 %, 18867 MiB
2026/09/02 19:16:05.047, 1, 0 %, 0 MiB
2026/09/02 19:16:10.047, 0, 100 %, 18867 MiB
2026/09/02 19:16:10.047, 1, 0 %, 0 MiB
2026/09/02 19:16:15.048, 0, 100 %, 18867 MiB
2026/09/02 19:16:15.048, 1, 0 %, 0 MiB
2026/09/02 19:16:20.048, 0, 100 %, 18867 MiB
2026/09/02 19:16:20.049, 1, 0 %, 0 MiB
2026/09/02 19:16:25.049, 0, 100 %, 18867 MiB
2026/09/02 19:16:25.049, 1, 0 %, 0 MiB
2026/09/02 19:16:30.050, 0, 100 %, 18867 MiB
2026/09/02 19:16:30.050, 1, 0 %, 0 MiB
2026/09/02 19:16:35.050, 0, 100 %, 18867 MiB
2026/09/02 19:16:35.050, 1, 0 %, 0 MiB
2026/09/02 19:16:40.051, 0, 100 %, 18867 MiB
2026/09/02 19:16:40.051, 1, 0 %, 0 MiB
2026/09/02 19:16:45.052, 0, 100 %, 18867 MiB
2026/09/02 19:16:45.052, 1, 0 %, 0 MiB
2026/09/02 19:16:50.052, 0, 100 %, 18867 MiB
2026/09/02 19:16:50.052, 1, 0 %, 0 MiB
2026/09/02 19:16:55.053, 0, 100 %, 18867 MiB
2026/09/02 19:16:55.053, 1, 0 %, 0 MiB
2026/09/02 19:17:00.053, 0, 100 %, 18867 MiB
2026/09/02 19:17:00.054, 1, 0 %, 0 MiB
2026/09/02 19:17:05.054, 0, 100 %, 18867 MiB
2026/09/02 19:17:05.054, 1, 0 %, 0 MiB
2026/09/02 19:17:10.055, 0, 100 %, 18867 MiB
2026/09/02 19:17:10.055, 1, 0 %, 0 MiB
2026/09/02 19:17:15.055, 0, 100 %, 18867 MiB
2026/09/02 19:17:15.056, 1, 0 %, 0 MiB
2026/09/02 19:17:20.056, 0, 100 %, 18867 MiB
2026/09/02 19:17:20.056, 1, 0 %, 0 MiB
2026/09/02 19:17:25.057, 0, 100 %, 18867 MiB
2026/09/02 19:17:25.057, 1, 0 %, 0 MiB
2026/09/02 19:17:30.057, 0, 100 %, 18867 MiB
2026/09/02 19:17:30.058, 1, 0 %, 0 MiB
2026/09/02 19:17:35.058, 0, 100 %, 18867 MiB
2026/09/02 19:17:35.058, 1, 0 %, 0 MiB
2026/09/02 19:17:40.059, 0, 100 %, 18867 MiB
2026/09/02 19:17:40.059, 1, 0 %, 0 MiB
2026/09/02 19:17:45.059, 0, 100 %, 18867 MiB
2026/09/02 19:17:45.059, 1, 0 %, 0 MiB
2026/09/02 19:17:50.060, 0, 100 %, 18867 MiB
2026/09/02 19:17:50.060, 1, 0 %, 0 MiB
2026/09/02 19:17:55.060, 0, 100 %, 18867 MiB
2026/09/02 19:17:55.061, 1, 0 %, 0 MiB
2026/09/02 19:18:00.061, 0, 0 %, 18867 MiB
2026/09/02 19:18:00.061, 1, 0 %, 0 MiB
2026/09/02 19:18:05.062, 0, 0 %, 18867 MiB
2026/09/02 19:18:05.062, 1, 0 %, 0 MiB
2026/09/02 19:18:10.062, 0, 100 %, 18867 MiB
2026/09/02 19:18:10.063, 1, 0 %, 0 MiB
2026/09/02 19:18:15.063, 0, 100 %, 18867 MiB
2026/09/02 19:18:15.063, 1, 0 %, 0 MiB
2026/09/02 19:18:20.064, 0, 100 %, 18867 MiB
2026/09/02 19:18:20.064, 1, 0 %, 0 MiB
2026/09/02 19:18:25.064, 0, 100 %, 18867 MiB
2026/09/02 19:18:25.064, 1, 0 %, 0 MiB
2026/09/02 19:18:30.065, 0, 100 %, 18867 MiB
2026/09/02 19:18:30.065, 1, 0 %, 0 MiB
2026/09/02 19:18:35.066, 0, 100 %, 18867 MiB
2026/09/02 19:18:35.066, 1, 0 %, 0 MiB
2026/09/02 19:18:40.066, 0, 100 %, 18867 MiB
2026/09/02 19:18:40.066, 1, 0 %, 0 MiB
2026/09/02 19:18:45.067, 0, 100 %, 18867 MiB
2026/09/02 19:18:45.067, 1, 0 %, 0 MiB
2026/09/02 19:18:50.067, 0, 100 %, 18867 MiB
2026/09/02 19:18:50.068, 1, 0 %, 0 MiB
2026/09/02 19:18:55.068, 0, 100 %, 18867 MiB
2026/09/02 19:18:55.068, 1, 0 %, 0 MiB
2026/09/02 19:19:00.069, 0, 100 %, 18867 MiB
2026/09/02 19:19:00.069, 1, 0 %, 0 MiB
2026/09/02 19:19:05.069, 0, 100 %, 18867 MiB
2026/09/02 19:19:05.070, 1, 0 %, 0 MiB
2026/09/02 19:19:10.070, 0, 100 %, 18867 MiB
2026/09/02 19:19:10.070, 1, 0 %, 0 MiB
2026/09/02 19:19:15.071, 0, 100 %, 18867 MiB
2026/09/02 19:19:15.071, 1, 0 %, 0 MiB
2026/09/02 19:19:20.071, 0, 100 %, 18867 MiB
2026/09/02 19:19:20.071, 1, 0 %, 0 MiB
2026/09/02 19:19:25.072, 0, 100 %, 18867 MiB
2026/09/02 19:19:25.072, 1, 0 %, 0 MiB
2026/09/02 19:19:30.073, 0, 100 %, 18867 MiB
2026/09/02 19:19:30.073, 1, 0 %, 0 MiB
2026/09/02 19:19:35.074, 0, 100 %, 18867 MiB
2026/09/02 19:19:35.074, 1, 0 %, 0 MiB
2026/09/02 19:19:40.074, 0, 100 %, 18867 MiB
2026/09/02 19:19:40.074, 1, 0 %, 0 MiB
2026/09/02 19:19:45.075, 0, 100 %, 18867 MiB
2026/09/02 19:19:45.075, 1, 0 %, 0 MiB
2026/09/02 19:19:50.075, 0, 0 %, 18867 MiB
2026/09/02 19:19:50.076, 1, 0 %, 0 MiB
2026/09/02 19:19:55.076, 0, 100 %, 18867 MiB
2026/09/02 19:19:55.076, 1, 0 %, 0 MiB
2026/09/02 19:20:00.077, 0, 100 %, 18867 MiB
2026/09/02 19:20:00.077, 1, 0 %, 0 MiB
2026/09/02 19:20:05.077, 0, 100 %, 18867 MiB
2026/09/02 19:20:05.078, 1, 0 %, 0 MiB
2026/09/02 19:20:10.078, 0, 100 %, 18867 MiB
2026/09/02 19:20:10.078, 1, 0 %, 0 MiB
2026/09/02 19:20:15.079, 0, 100 %, 18867 MiB
2026/09/02 19:20:15.079, 1, 0 %, 0 MiB
2026/09/02 19:20:20.079, 0, 100 %, 18867 MiB
2026/09/02 19:20:20.080, 1, 0 %, 0 MiB
2026/09/02 19:20:25.080, 0, 100 %, 18867 MiB
2026/09/02 19:20:25.080, 1, 0 %, 0 MiB
2026/09/02 19:20:30.081, 0, 100 %, 18867 MiB
2026/09/02 19:20:30.081, 1, 0 %, 0 MiB
2026/09/02 19:20:35.081, 0, 100 %, 18867 MiB
2026/09/02 19:20:35.081, 1, 0 %, 0 MiB
2026/09/02 19:20:40.082, 0, 100 %, 18867 MiB
2026/09/02 19:20:40.082, 1, 0 %, 0 MiB
2026/09/02 19:20:45.083, 0, 100 %, 18867 MiB
2026/09/02 19:20:45.083, 1, 0 %, 0 MiB
2026/09/02 19:20:50.083, 0, 100 %, 18867 MiB
